ERA,FIP,HR9,OPS,xFIP,K_pct,BB_pct,F5_ERA,avg_IP,starts,OOR_faced,wRC_faced,PALS_faced,pitcher_id,ABQ_allowed,OBR_allowed,OSI_allowed,RCV_allowed,avg_pitches,split_value,pitcher_hand,pitcher_name,pitcher_team,split_dimension
8.1,5.3,1.8,0.74,,19,9.5,9,5,2,45.6,112.2,45.8,689818,40.6,34.8,51.8,79.2,70.5,High,R,David Sandlin,CHW,rcv_tier
1.5,2.6,0,0.74,,27.3,13.6,1.8,6,1,50.1,93.6,64.3,689818,67.9,50.4,57.6,58.5,91,Mid,R,David Sandlin,CHW,rcv_tier
5.62,4.29,1.12,0.74,,21.9,10.9,6.6,5.33,3,47.1,106,52,689818,49.7,40,53.8,72.3,77.3,Low,R,David Sandlin,CHW,obr_tier
5.62,4.29,1.12,0.74,,21.9,10.9,6.6,5.33,3,47.1,106,52,689818,49.7,40,53.8,72.3,77.3,R,R,David Sandlin,CHW,hand
18,7.35,2.25,0.74,,17.4,17.4,16.2,4,1,45.6,112.2,45.8,689818,38.7,33.2,49.4,75.5,80,away,R,David Sandlin,CHW,location
1.5,3.27,0.75,0.74,,24.4,7.3,1.8,6,2,47.9,102.9,55,689818,55.2,43.5,55.9,70.7,76,home,R,David Sandlin,CHW,location
6.23,4.72,0,0.77,,21.1,26.3,5.4,4.33,1,68.3,116.5,65.2,690928,37.6,70.4,69.1,90.1,79,High,R,Hunter Dobbins,STL,osi_tier
6.23,6.79,4.15,0.77,,25,0,7.2,4.33,1,43.8,87.6,34.1,690928,43.1,47.1,45,44.1,88,Low,R,Hunter Dobbins,STL,osi_tier
6.23,5.75,2.08,0.77,,23.1,12.8,6.3,4.33,2,56,102.1,49.7,690928,40.4,58.8,57,67.1,83.5,Low,R,Hunter Dobbins,STL,abq_tier
6.23,4.72,0,0.77,,21.1,26.3,5.4,4.33,1,68.3,116.5,65.2,690928,37.6,70.4,69.1,90.1,79,High,R,Hunter Dobbins,STL,rcv_tier
6.23,6.79,4.15,0.77,,25,0,7.2,4.33,1,43.8,87.6,34.1,690928,43.1,47.1,45,44.1,88,Low,R,Hunter Dobbins,STL,rcv_tier
6.23,4.72,0,0.77,,21.1,26.3,5.4,4.33,1,68.3,116.5,65.2,690928,37.6,70.4,69.1,90.1,79,High,R,Hunter Dobbins,STL,obr_tier
6.23,6.79,4.15,0.77,,25,0,7.2,4.33,1,43.8,87.6,34.1,690928,43.1,47.1,45,44.1,88,Low,R,Hunter Dobbins,STL,obr_tier
6.23,5.75,2.08,0.77,,23.1,12.8,6.3,4.33,2,56,102.1,49.7,690928,40.4,58.8,57,67.1,83.5,R,R,Hunter Dobbins,STL,hand
6.23,5.75,2.08,0.77,,23.1,12.8,6.3,4.33,2,56,102.1,49.7,690928,40.4,58.8,57,67.1,83.5,away,R,Hunter Dobbins,STL,location
0,1.33,0,0.73,,31.4,5.9,0,6.5,2,32.2,92.4,33.6,690953,41.3,27.1,33.5,35.3,96,Low,R,Mick Abel,MIN,osi_tier
9,3.85,0,0.73,,13.6,13.6,10.8,4,1,45.7,112.6,28.6,690953,82.8,38.3,53.5,50,84,Mid,R,Mick Abel,MIN,osi_tier
9,3.85,0,0.73,,13.6,13.6,10.8,4,1,45.7,112.6,28.6,690953,82.8,38.3,53.5,50,84,High,R,Mick Abel,MIN,abq_tier
0,1.33,0,0.73,,31.4,5.9,0,6.5,2,32.2,92.4,33.6,690953,41.3,27.1,33.5,35.3,96,Low,R,Mick Abel,MIN,abq_tier
3.27,1.55,0,0.73,,27.1,6.2,5.4,5.5,2,32.2,99,28.5,690953,62.3,30.2,38.6,31.5,87,Low,R,Mick Abel,MIN,rcv_tier
0,2.6,0,0.73,,24,12,0,6,1,45.7,99.5,38.9,690953,40.8,32.1,43.2,57.7,102,Mid,R,Mick Abel,MIN,rcv_tier
2.12,1.92,0,0.73,,26,8.2,3.6,5.67,3,36.7,99.1,31.9,690953,55.2,30.8,40.2,40.2,92,Low,R,Mick Abel,MIN,obr_tier
2.12,1.92,0,0.73,,26,8.2,3.6,5.67,3,36.7,99.1,31.9,690953,55.2,30.8,40.2,40.2,92,R,R,Mick Abel,MIN,hand
2.12,1.92,0,0.73,,26,8.2,3.6,5.67,3,36.7,99.1,31.9,690953,55.2,30.8,40.2,40.2,92,home,R,Mick Abel,MIN,location
1,0.77,0.5,0.63,,52.5,4.9,1.2,6,3,73.3,109.7,60.9,690986,53,71.8,64.9,65.4,95.7,High,R,Kyle Harrison,MIL,osi_tier
4.35,3.45,1.45,0.63,,28.7,5.9,3.34,4.43,7,38.2,96.2,43.7,690986,42,31.1,41.7,53.5,83.6,Low,R,Kyle Harrison,MIL,osi_tier
2.35,3.43,0.88,0.63,,22,7.1,2.4,5.11,6,61.5,103.1,59.9,690986,53.5,51.8,55.9,62.3,85.8,Mid,R,Kyle Harrison,MIL,osi_tier
1.8,3.1,1.8,0.63,,40,5,1.8,5,1,45.7,112.6,28.6,690986,78.8,36.4,51,47.6,87,High,R,Kyle Harrison,MIL,abq_tier
3.14,3.1,1.11,0.63,,29.6,6.9,2.7,4.87,10,52.1,101.9,56,690986,40.4,44.4,50.8,65.4,86,Low,R,Kyle Harrison,MIL,abq_tier
2.42,2.29,0.69,0.63,,30.7,5,2.52,5.2,5,57.9,97.8,52,690986,58.3,52.7,52.6,48.6,88,Mid,R,Kyle Harrison,MIL,abq_tier
4.45,3.74,1.59,0.63,,32.8,9,3.9,4.72,6,61.3,105.4,59,690986,42.1,51,56.6,73.4,87.3,High,R,Kyle Harrison,MIL,rcv_tier
2.63,2.44,0.66,0.63,,25,3.6,2.4,4.56,3,32.7,96.7,34.5,690986,55,25.8,38.2,40.4,79.7,Low,R,Kyle Harrison,MIL,rcv_tier
1.67,2.3,0.72,0.63,,30.8,4.8,1.54,5.38,7,55.8,99.8,55.8,690986,51,51.5,52.5,54.7,89.1,Mid,R,Kyle Harrison,MIL,rcv_tier
1.64,1.78,0.82,0.63,,46.9,8.6,1.8,5.5,4,72.2,108.5,66,690986,49,70.7,63.8,66.5,91,High,R,Kyle Harrison,MIL,obr_tier
3.92,3.54,1.52,0.63,,29.9,6.2,3.2,4.59,9,40.3,97.8,44.3,690986,48.3,33.3,43.9,52.8,84.7,Low,R,Kyle Harrison,MIL,obr_tier
1.65,2.49,0,0.63,,12.1,3,1.8,5.44,3,68.1,102.4,61.7,690986,47.8,53.7,57.1,67.8,87,Mid,R,Kyle Harrison,MIL,obr_tier
2.82,2.84,1.02,0.63,,30.6,6.2,2.59,4.98,16,53.5,101.3,53,690986,48.4,46.5,51.4,59.1,86.7,R,R,Kyle Harrison,MIL,hand
4.68,3.62,1.38,0.63,,27.9,7.1,4.11,4.67,7,51.6,97.9,49.1,690986,50.9,43.6,49.8,56.2,82.4,away,R,Kyle Harrison,MIL,location
1.53,2.29,0.77,0.63,,32.6,5.4,1.4,5.22,9,55,104,56,690986,46.4,48.7,52.5,61.3,90,home,R,Kyle Harrison,MIL,location
0,6.1,0,0.52,,0,25,1.8,1,1,27.8,95.8,35.2,690990,48.4,24.4,37.1,43.7,17,Low,R,Cade Horton,CHC,osi_tier
2.84,4.36,1.42,0.52,,18.2,4.5,3.6,6.33,1,72.1,102.6,67.8,690990,45.9,52.7,58,72.8,75,Mid,R,Cade Horton,CHC,osi_tier
2.45,4.6,1.23,0.52,,15.4,7.7,2.7,3.67,2,49.9,99.2,51.5,690990,47.2,38.5,47.6,58.2,46,Low,R,Cade Horton,CHC,abq_tier
2.84,4.36,1.42,0.52,,18.2,4.5,3.6,6.33,1,72.1,102.6,67.8,690990,45.9,52.7,58,72.8,75,High,R,Cade Horton,CHC,rcv_tier
0,6.1,0,0.52,,0,25,1.8,1,1,27.8,95.8,35.2,690990,48.4,24.4,37.1,43.7,17,Low,R,Cade Horton,CHC,rcv_tier
0,6.1,0,0.52,,0,25,1.8,1,1,27.8,95.8,35.2,690990,48.4,24.4,37.1,43.7,17,Low,R,Cade Horton,CHC,obr_tier
2.84,4.36,1.42,0.52,,18.2,4.5,3.6,6.33,1,72.1,102.6,67.8,690990,45.9,52.7,58,72.8,75,Mid,R,Cade Horton,CHC,obr_tier
2.45,4.6,1.23,0.52,,15.4,7.7,2.7,3.67,2,49.9,99.2,51.5,690990,47.2,38.5,47.6,58.2,46,R,R,Cade Horton,CHC,hand
0,6.1,0,0.52,,0,25,1.8,1,1,27.8,95.8,35.2,690990,48.4,24.4,37.1,43.7,17,away,R,Cade Horton,CHC,location
2.84,4.36,1.42,0.52,,18.2,4.5,3.6,6.33,1,72.1,102.6,67.8,690990,45.9,52.7,58,72.8,75,home,R,Cade Horton,CHC,location
4.5,3.49,1.5,0.63,,33.3,8,3.6,6,3,81.4,114.4,62,690997,57.3,80.9,73,75.3,94.3,High,R,Nolan McLean,NYM,osi_tier
